kind,lang,source_token,source_query_text,qid,wikidata_label,wikidata_aliases_json,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
entity,gl,Congress_Poland,Congress Poland,Q221457,,[],Congreso Polonia,Congreso de Poloniapoland. kgm,Congreso Polonia,0.9,0.6957,1.0,0.6957,0.0,1.0,0.0,Congreso Polonia,Congreso Polonia,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9530445337295532,0.8658530712127686,0.9530445337295532,nllb,es,es,es,Congreso_Polonia
entity,gl,Connecticut,Connecticut,Q779,,[],Connecticut,ConnecticutRegion/ state in USA,Connecticut,0.9,0.5238,1.0,0.5238,0.0,1.0,0.0,Connecticut,Connecticut,mt_vote,2026-03-05T13:28:01,,,,,en,en,en,Connecticut
entity,gl,Connecticut's_4th_congressional_district,Connecticut's 4th congressional district,Q5161435,,[],O 4o distrito do Congreso de Connecticut,Distrito do Congreso 4 de Connecticut,4.º distrito electoral de Connecticut,0.9,0.9091,0.7273,0.7027,1.0,0.0,0.0,O 4o distrito do Congreso de Connecticut,O 4o distrito do Congreso de Connecticut,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.954332947731018,0.9387255311012268,0.919613480567932,nllb,pt,pt,es,O_4o_distrito_do_Congreso_de_Connecticut
entity,gl,Connecticut_Huskies,Connecticut Huskies,,,[],Connecticut Huskies,ConnecticutCity in Connecticut USA,Connecticut Huskies,0.9,0.5283,1.0,0.5283,0.0,1.0,0.0,Connecticut Huskies,Connecticut Huskies,mt_vote,2026-03-05T13:28:03,,,,,en,en,en,Connecticut_Huskies
entity,gl,Conservative_Party_(UK),Conservative Party (UK),,,[],Partido Conservador (Reino Unido),Partido Conservador (Reino Unido),Partido Conservador (UK),0.9,1.0,0.807,0.807,1.0,0.0,0.0,Partido Conservador (Reino Unido),Partido Conservador (Reino Unido),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.949448585510254,0.949448585510254,0.9568585157394408,nllb,es,es,es,Partido_Conservador_(Reino_Unido)
entity,gl,Conservative_Party_of_Canada,Conservative Party of Canada,Q488523,,[],Partido Conservador de Canadá,Partido Conservador do Canadá,Partido Conservador de Canadá,0.9,0.9655,1.0,0.9655,1.0,1.0,1.0,Partido Conservador de Canadá,Partido Conservador de Canadá,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9631780982017516,0.9505560398101808,0.9631780982017516,nllb,gl,gl,gl,Partido_Conservador_de_Canadá
entity,gl,"Contra_Costa_County,_California","Contra Costa County, California",,,[],"Condado de Contra Costa, California",Condado de Contra CostaCity in California USA,"Condado de Contra Costa, California",0.9,0.85,1.0,0.85,0.0,1.0,0.0,"Condado de Contra Costa, California","Condado de Contra Costa, California",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9661315083503724,0.9114462733268738,0.9661315083503724,nllb,pt,es,pt,"Condado_de_Contra_Costa,_California"
entity,gl,Contributing_property,Contributing property,Q76321820,,[],Propiedades contributivas,Propiedade de contribución,Contribuír con propiedades,0.9,0.7843,0.4314,0.3846,0.0,0.0,0.0,Propiedades contributivas,Propiedades contributivas,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.8707045316696167,0.8475052714347839,0.832495391368866,nllb,es,gl,gl,Propiedades_contributivas
entity,gl,Convertible,Convertible,Q55989,,[],Cabrio,Convertible,Convertible,0.9,0.2353,0.2353,1.0,0.0,0.0,1.0,Convertible,Convertible,mt_vote,2026-03-05T13:28:07,,,,,en,en,en,Convertible
entity,gl,"Cook_County,_Illinois","Cook County, Illinois",,,[],"Condado de Cook, Illinois",Condado de CookRegion/ state in USA,"Condado de Cook, Illinois",0.9,0.6333,1.0,0.6333,0.0,1.0,0.0,"Condado de Cook, Illinois","Condado de Cook, Illinois",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9475542902946472,0.7572997212409973,0.9475542902946472,nllb,pt,pt,pt,"Condado_de_Cook,_Illinois"
entity,gl,Cookie,Cookie,Q17018081,,[],Biscoito,Cookie,Cookie,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Biscoito,Biscoito,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.779267430305481,,,nllb,fr,en,en,Biscoito
entity,gl,Cooking_plantain,Cooking plantain,,,[],Plátano para cociñar,Cociñar o plátano,Cociñar plátano,0.9,0.3784,0.4,0.9375,0.0,0.0,1.0,Cociñar o plátano,Cociñar o plátano,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.7384461164474487,0.8325992822647095,0.8256498575210571,madlad,gl,gl,es,Cociñar_o_plátano
entity,gl,Copenhagen,Copenhagen,Q1748,,[],Copenhague,CopenhagueCity in Denmark,Copenhague,0.9,0.0,1.0,0.0,0.0,1.0,0.0,Copenhague,Copenhague,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9414325952529908,,0.9414325952529908,nllb,pt,en,pt,Copenhague
entity,gl,Coritiba_Foot_Ball_Club,Coritiba Foot Ball Club,Q125703884,,[],Club de fútbol de Coritiba,Club Baloncesto Breogán,Coritiba Foot Ball Club,0.9,0.2857,0.0,0.0,0.0,0.0,0.0,Club de fútbol de Coritiba,Club de fútbol de Coritiba,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9436516761779784,0.6686096787452698,,nllb,es,cs,en,Club_de_fútbol_de_Coritiba
entity,gl,Cornell_Big_Red,Cornell Big Red,Q2902329,,[],Cornell Big Red,Cornell Big Red,Cornell Big Red,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Cornell Big Red,Cornell Big Red,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0,1.0,1.0,nllb,sv,sv,sv,Cornell_Big_Red
entity,gl,Cornell_University,Cornell University,Q49115,,[],Universidade de Cornell,Universidade de Cornellusa. kgm,Universidade de Cornell,0.9,0.8519,1.0,0.8519,0.0,1.0,0.0,Universidade de Cornell,Universidade de Cornell,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9406074285507202,0.7408745288848877,0.9406074285507202,nllb,pt,pt,pt,Universidade_de_Cornell
entity,gl,Cornish_language,Cornish language,,,[],Lingua coruñesa,CórnicoName,Lingua de Cornualles,0.9,0.3077,0.7429,0.3226,0.0,0.0,0.0,Lingua de Cornualles,Lingua de Cornualles,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.7988908290863037,0.6531119346618652,0.8002344965934753,salamandra,gl,ga,ca,Lingua_de_Cornualles
entity,gl,"Corvallis,_Oregon","Corvallis, Oregon",,,[],"Corvallis, Oregon",CorvallisCity in Oregon USA,"Corvallis, Oregón",0.9,0.0,0.9412,0.0,0.0,1.0,0.0,"Corvallis, Oregon","Corvallis, Oregon",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0,,0.9702754616737366,nllb,fi,en,es,"Corvallis,_Oregon"
entity,gl,Cosmetics,Cosmetics,Q131207,,[],Produtos cosméticos,Cosméticos,Cosméticos,0.9,0.6897,0.6897,1.0,0.0,0.0,1.0,Cosméticos,Cosméticos,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.8633069396018982,0.9147352576255798,0.9147352576255798,madlad,pt,fr,fr,Cosméticos
entity,gl,Costa_Crociere,Costa Crociere,,,[],Costa Crociere,Cruceiro,Costa Crociere,0.9,0.2727,1.0,0.4545,0.0,1.0,0.0,Costa Crociere,Costa Crociere,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0000001192092896,0.629298985004425,1.0000001192092896,nllb,de,gl,de,Costa_Crociere
entity,gl,Cottage_cheese,Cottage cheese,,,[],Queso cottage,Queixo cottage,Queso cottage,0.9,0.8889,1.0,0.8889,0.0,1.0,0.0,Queso cottage,Queso cottage,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.8358384370803833,0.6361910104751587,0.8358384370803833,nllb,it,it,it,Queso_cottage
entity,gl,Council-manager_government,Council-manager government,,,[],Goberno gobernado polo consello,Consello-xestor do goberno,Goberno do consello-director,0.9,0.4211,0.6441,0.4815,0.0,0.0,0.0,Goberno gobernado polo consello,Goberno gobernado polo consello,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.8181995153427124,0.8169277310371399,0.7455692291259766,nllb,gl,gl,pt,Goberno_gobernado_polo_consello
entity,gl,Country_music,Country music,Q83440,,[],Música country,Música country,Música country,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Música country,Música country,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.883971095085144,0.883971095085144,0.883971095085144,nllb,ga,ga,ga,Música_country
entity,gl,County_Limerick,County Limerick,Q178283,,[],Condado de Limerick,Condado de Limerickrepublic_ of_ ireland. kgm,Condado de Limerick,0.9,0.5938,1.0,0.5938,0.0,1.0,0.0,Condado de Limerick,Condado de Limerick,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9421265125274658,0.8435292840003967,0.9421265125274658,nllb,pt,pt,pt,Condado_de_Limerick
entity,gl,County_of_Tyrol,County of Tyrol,Q16543832,,[],Condado de Tirol,Condado de Tirolaustria. kgm,Condado de Tirol,0.9,0.7273,1.0,0.7273,0.0,1.0,0.0,Condado de Tirol,Condado de Tirol,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.863205075263977,0.8266596794128418,0.863205075263977,nllb,pt,pt,pt,Condado_de_Tirol
entity,gl,Coupe,Coupe,Q213853,,[],Coupe,Cortar,Coupé,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Coupé,Coupé,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,,,0.9242287278175354,salamandra,en,en,fr,Coupé
entity,gl,Coupé,Coupé,Q136428857,,[],Coupé,Cortado,Coupé,0.9,0.3333,1.0,0.3333,0.0,1.0,0.0,Coupé,Coupé,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0000001192092896,0.6539604663848877,1.0000001192092896,nllb,fr,es,fr,Coupé
entity,gl,Courcouronnes,Courcouronnes,Q1138493,,[],Coruñas,Courcouronnesfrance. kgm,Courcouronnes,0.9,0.3226,0.5,0.7027,0.0,0.0,0.0,Courcouronnes,Courcouronnes,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.6741147637367249,0.8473043441772461,1.0,salamandra,es,fr,fr,Courcouronnes
entity,gl,Coventry,Coventry,Q6225,,[],Coventry,Coventrygreat- britain_ counties. kgm,Coventry,0.9,0.3556,1.0,0.3556,0.0,1.0,0.0,Coventry,Coventry,mt_vote,2026-03-05T13:28:34,,,,,en,en,en,Coventry
entity,gl,"Covington,_Indiana","Covington, Indiana",,,[],"Covington, Indiana",CovingtonCity in Indiana USA,"Covington, Indiana",0.9,0.7391,1.0,0.7391,0.0,1.0,0.0,"Covington, Indiana","Covington, Indiana",mt_vote,2026-03-05T13:28:35,,,,,en,en,en,"Covington,_Indiana"
entity,gl,Crewe_Alexandra_F.C.,Crewe Alexandra F.C.,Q19587,,[],Crewe Alexandra F.C.,Crewe Alexandra F.C. (en inglés).,Crewe Alexandra F.C.,0.9,0.7547,1.0,0.7547,0.0,1.0,0.0,Crewe Alexandra F.C.,Crewe Alexandra F.C.,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9999999403953552,0.9190199971199036,0.9999999403953552,nllb,mg,jv,mg,Crewe_Alexandra_F.C.
entity,gl,Cross_of_Independence,Cross of Independence,Q21970577,,[],Cruz da Independencia,Cruz da Independencia,Cruz da Independencia,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Cruz da Independencia,Cruz da Independencia,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.909546673297882,0.909546673297882,0.909546673297882,nllb,pt,pt,pt,Cruz_da_Independencia
entity,gl,Cross_of_Valour_(Poland),Cross of Valour (Poland),Q14359559,,[],Cruz de Valor (Polonia),Bandeira de Polonia (en polaco),Cruz do Valor (Polonia),0.9,0.4815,0.9565,0.4444,0.0,1.0,0.0,Cruz de Valor (Polonia),Cruz de Valor (Polonia),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9233778715133668,0.7788873910903931,0.8735948204994202,nllb,es,gl,pt,Cruz_de_Valor_(Polonia)
entity,gl,Crucial_Blast,Crucial Blast,Q87737764,,[],Explosión crucial,Crucial Blast,Crucial Blast,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Explosión crucial,Explosión crucial,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.8384250402450562,,,nllb,gl,en,en,Explosión_crucial
entity,gl,Cruise_ship,Cruise ship,Q39804,,[],Navio de cruceiro,Crucero,Cruceiro,0.9,0.0,0.64,0.0,0.0,0.0,0.0,Navio de cruceiro,Navio de cruceiro,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.888324499130249,,0.6320368051528931,nllb,gl,en,gl,Navio_de_cruceiro
entity,gl,Críona_Ní_Dhálaigh,Críona Ní Dhálaigh,Q20713424,,[],Críona Ní Dhálaigh,Críona Ní Dhálaigh,Críona Ní Dhálaigh,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Críona Ní Dhálaigh,Críona Ní Dhálaigh,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,ga,ga,ga,Críona_Ní_Dhálaigh
entity,gl,Cubanelle,Cubanelle,Q5192137,,[],Cubanelle,Cubana,Cubanelle,0.9,0.0,1.0,0.0,0.0,1.0,0.0,Cubanelle,Cubanelle,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0,,1.0,nllb,it,en,it,Cubanelle
entity,gl,Cuernavaca,Cuernavaca,Q204245,,[],Cuernavaca,Cuernavacamexico_ states. kgm,Cuernavaca,0.9,0.5128,1.0,0.5128,0.0,1.0,0.0,Cuernavaca,Cuernavaca,mt_vote,2026-03-05T13:28:48,,,,,en,en,en,Cuernavaca
entity,gl,"Cumberland_County,_Pennsylvania","Cumberland County, Pennsylvania",,,[],"Condado de Cumberland, Pensilvania",Condado de Cumberlandusa. kgm,"Condado de Cumberland, Pensilvania",0.9,0.6984,1.0,0.7302,0.0,1.0,0.0,"Condado de Cumberland, Pensilvania","Condado de Cumberland, Pensilvania",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9553211331367492,0.7473589181900024,0.9553211331367492,nllb,es,es,es,"Condado_de_Cumberland,_Pensilvania"
entity,gl,Curitiba,Curitiba,Q4361,,[],Curitiba,Curitibabrazil. kgm,Curitiba,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Curitibabrazil. kgm,Curitibabrazil. kgm,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,,0.854975700378418,,madlad,en,it,en,Curitibabrazil._kgm
entity,gl,Cuttlefish,Cuttlefish,Q135016343,,[],Peixe-seca,Sepia,Sepia,0.9,0.4,0.4,1.0,0.0,0.0,1.0,Sepia,Sepia,mt_vote,2026-03-05T13:28:51,,,,,en,en,en,Sepia
entity,gl,"Cuyahoga_County,_Ohio","Cuyahoga County, Ohio",,,[],"Condado de Cuyahoga, Ohio",Condado de CuyahogaRegion/ state in USA,"Condado de Cuyahoga, Ohio",0.9,0.6562,1.0,0.6562,0.0,1.0,0.0,"Condado de Cuyahoga, Ohio","Condado de Cuyahoga, Ohio",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9391549825668336,0.8644946217536926,0.9391549825668336,nllb,pt,pt,pt,"Condado_de_Cuyahoga,_Ohio"
entity,gl,Cyril_Bruce,Cyril Bruce,,,[],Cyril Bruce,Cyril Bruce,Cyril Bruce,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Cyril Bruce,Cyril Bruce,mt_vote,2026-03-05T13:28:52,,,,,en,en,en,Cyril_Bruce
entity,gl,Cyril_Frankel,Cyril Frankel,Q594401,,[],Cyril Frankel,Cyril Frankel,Cyril Frankel,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Cyril Frankel,Cyril Frankel,mt_vote,2026-03-05T13:28:53,,,,,en,en,en,Cyril_Frankel
entity,gl,Cyril_Ramaphosa,Cyril Ramaphosa,Q1148669,,[],Cyril Ramaphosa,Cyril Ramaphosa,Cyril Ramaphosa,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Cyril Ramaphosa,Cyril Ramaphosa,mt_vote,2026-03-05T13:28:54,,,,,en,en,en,Cyril_Ramaphosa
entity,gl,"Cyrus_Vance,_Jr.","Cyrus Vance, Jr.",Q3009497,,[],Cyrus Vance Jr.,"Cyrus Vance, Jr.","Cyrus Vance, Jr.",0.9,0.9677,0.9677,1.0,1.0,1.0,1.0,"Cyrus Vance, Jr.","Cyrus Vance, Jr.",mt_vote,2026-03-05T13:29:00,,,,,en,en,en,"Cyrus_Vance,_Jr."
entity,gl,Cármen_Lúcia,Cármen Lúcia,,,[],Cármen Lúcia,Cármen Lúcia,Cármen Lúcia,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Cármen Lúcia,Cármen Lúcia,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.000000238418579,1.000000238418579,1.000000238418579,nllb,ga,ga,ga,Cármen_Lúcia
entity,gl,Câmpia_Turzii,Câmpia Turzii,Q458422,,[],Câmpia Turzii,Campo da ría,Câmpia Turzii,0.9,0.48,1.0,0.48,0.0,1.0,0.0,Câmpia Turzii,Câmpia Turzii,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0,0.5347425937652588,1.0,nllb,ro,gl,ro,Câmpia_Turzii
entity,gl,"Dale,_Wisconsin","Dale, Wisconsin",,,[],"Dale, Wisconsin",DaleCity in Wisconsin USA,"Dale, Wisconsin",0.9,0.7,1.0,0.7,0.0,1.0,0.0,"Dale, Wisconsin","Dale, Wisconsin",mt_vote,2026-03-05T13:29:02,,,,,en,en,en,"Dale,_Wisconsin"
entity,gl,Dale_Tallon,Dale Tallon,Q110556,,[],Dale Tallon,Dale Tallon,Dale Tallon,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Dale Tallon,Dale Tallon,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0,1.0,1.0,nllb,it,it,it,Dale_Tallon
entity,gl,Dallas,Dallas,Q16557,,[],Dallas .,DallasCity in Texas USA,Dallas,0.9,0.0,0.8571,0.0,0.0,0.0,0.0,Dallas,Dallas,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.8700868487358093,,1.0000001192092896,salamandra,es,en,it,Dallas
entity,gl,"Damon_Wayans,_Jr.","Damon Wayans, Jr.",,,[],Damon Wayans Jr.,"Damon Wayans, Jr.","Damon Wayans, Jr.",0.9,0.9697,0.9697,1.0,1.0,1.0,1.0,"Damon Wayans, Jr.","Damon Wayans, Jr.",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9925265312194824,1.000000238418579,1.000000238418579,madlad,id,id,id,"Damon_Wayans,_Jr."
entity,gl,Dan_Horrigan,Dan Horrigan,Q22005176,,[],Dan Horrigan,Dan Horrigan,Dan Horrigan,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Dan Horrigan,Dan Horrigan,mt_vote,2026-03-05T13:29:05,,,,,en,en,en,Dan_Horrigan
entity,gl,Dan_Mishkin,Dan Mishkin,Q5214036,,[],Dan Mishkin,Dan Mishkin,Dan Mishkin,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Dan Mishkin,Dan Mishkin,mt_vote,2026-03-05T13:29:06,,,,,en,en,en,Dan_Mishkin
entity,gl,Dan_Quinn_(American_football),Dan Quinn (American football),,,[],Dan Quinn (futbol americano),Dan Quinn (fútbol americano),Dan Quinn (fútbol americano),0.9,0.9643,0.9643,1.0,1.0,1.0,1.0,Dan Quinn (futbol americano),Dan Quinn (futbol americano),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9649509191513062,0.961350679397583,0.961350679397583,nllb,ga,ga,ga,Dan_Quinn_(futbol_americano)
entity,gl,Dance-pop,Dance-pop,Q211756,,[],Dance-pop,Dance- pop,Dance pop,0.9,0.9474,0.8889,0.9474,1.0,0.0,1.0,Dance-pop,Dance-pop,mt_vote,2026-03-05T13:29:08,,,,,en,en,en,Dance-pop
entity,gl,Dane_Whitman_Black_Knight_(comicsCharacter),Dane Whitman Black Knight (comicsCharacter),,,[],Dane Whitman Caballero Negro,Dane Whitman Black Knight (comicsCharacter),Dane Whitman Cabaleiro Negro (personaxe de banda deseñada),0.9,0.0,0.0,0.0,0.0,0.0,0.0,Dane Whitman Cabaleiro Negro (personaxe de banda deseñada),Dane Whitman Cabaleiro Negro (personaxe de banda deseñada),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,,,0.817171573638916,salamandra,en,en,gl,Dane_Whitman_Cabaleiro_Negro_(personaxe_de_banda_deseñada)
entity,gl,Danes,Danes,Q164714,,[],Daneses,Danes@ item Spelling dictionary,Danes,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Danes@ item Spelling dictionary,Danes@ item Spelling dictionary,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,,0.6001156568527222,,madlad,en,id,en,Danes@_item_Spelling_dictionary
entity,gl,Daniel_Gould_Fowle,Daniel Gould Fowle,Q885479,,[],Daniel Gould Fowle,Daniel Gould Fowle,Daniel Gould Fowle,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Daniel Gould Fowle,Daniel Gould Fowle,mt_vote,2026-03-05T13:29:10,,,,,en,en,en,Daniel_Gould_Fowle
entity,gl,Daniel_Martínez_(politician),Daniel Martínez (politician),,,[],Daniel Martínez (político),Daniel Martínez (político),Daniel Martínez (político),0.9,1.0,1.0,1.0,1.0,1.0,1.0,Daniel Martínez (político),Daniel Martínez (político),mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9756807088851928,0.9756807088851928,0.9756807088851928,nllb,hu,hu,hu,Daniel_Martínez_(político)
entity,gl,Daniel_Webster,Daniel Webster,Q106231,,[],Daniel Webster,Daniel Webster,Daniel Webster,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Daniel Webster,Daniel Webster,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9999999403953552,0.9999999403953552,0.9999999403953552,nllb,fr,fr,fr,Daniel_Webster
entity,gl,Daniele_Zoratto,Daniele Zoratto,Q2283917,,[],Daniele Zoratto,Daniele Zoratto,Daniele Zoratto,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Daniele Zoratto,Daniele Zoratto,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,it,it,it,Daniele_Zoratto
entity,gl,Danielle_Harris,Danielle Harris,Q272944,,[],Danielle Harris,Danielle Harris,Danielle Harris,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Danielle Harris,Danielle Harris,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,fr,fr,fr,Danielle_Harris
entity,gl,Danish_language,Danish language,,,[],Lingua danesa,DinamarquésName,Idioma danés,0.9,0.3571,0.56,0.4444,0.0,0.0,0.0,Lingua danesa,Lingua danesa,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9372169971466064,0.5732421278953552,0.9165245294570924,nllb,id,fr,fr,Lingua_danesa
entity,gl,"Darien,_Connecticut","Darien, Connecticut",,,[],"Darien, Connecticut",DarienCity in Connecticut USA,"Darien, Connecticut",0.9,0.0,1.0,0.0,0.0,1.0,0.0,"Darien, Connecticut","Darien, Connecticut",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0000001192092896,,1.0000001192092896,nllb,de,en,de,"Darien,_Connecticut"
entity,gl,Darinka_Dentcheva,Darinka Dentcheva,Q5222807,,[],Darinka Dentcheva,Darinka Dentcheva,Darinka Dentcheva,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Darinka Dentcheva,Darinka Dentcheva,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.9999999403953552,0.9999999403953552,0.9999999403953552,nllb,da,da,da,Darinka_Dentcheva
entity,gl,Darlington,Darlington,Q213181,,[],Darlington,Darlingtongreat- britain_ counties. kgm,Darlington,0.9,0.4082,1.0,0.4082,0.0,1.0,0.0,Darlington,Darlington,mt_vote,2026-03-05T13:29:22,,,,,en,en,en,Darlington
entity,gl,Das_Lied_der_Deutschen,Das Lied der Deutschen,,,[],Das Lied der Deutschen,A canción dos alemáns.,Das Lied der Deutschen,0.9,0.2727,1.0,0.3636,0.0,1.0,0.0,Das Lied der Deutschen,Das Lied der Deutschen,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0,0.8613903522491455,1.0,nllb,de,gl,de,Das_Lied_der_Deutschen
entity,gl,Dave_Challinor,Dave Challinor,Q5228515,,[],Dave Challinor,Dave Challinor,Dave Challinor,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Dave Challinor,Dave Challinor,mt_vote,2026-03-05T13:29:24,,,,,en,en,en,Dave_Challinor
entity,gl,Dave_Laughlin,Dave Laughlin,,,[],Dave Laughlin,Dave Laughlin,Dave Laughlin,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Dave Laughlin,Dave Laughlin,mt_vote,2026-03-05T13:29:25,,,,,en,en,en,Dave_Laughlin
entity,gl,David_Cameron,David Cameron,Q192,,[],David Cameron,David Cameron,David Cameron,0.9,1.0,1.0,1.0,1.0,1.0,1.0,David Cameron,David Cameron,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0,1.0,1.0,nllb,sv,sv,sv,David_Cameron
entity,gl,"David_Sainsbury,_Baron_Sainsbury_of_Turville","David Sainsbury, Baron Sainsbury of Turville",Q174327,,[],"David Sainsbury, barón Sainsbury de Turville","David Sainsbury, barón Sainsbury de Turville","David Sainsbury, Barón Sainsbury de Turville",0.9,1.0,1.0,1.0,1.0,1.0,1.0,"David Sainsbury, Barón Sainsbury de Turville","David Sainsbury, Barón Sainsbury de Turville",mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,0.92343932390213,0.92343932390213,0.933323621749878,salamandra,es,es,es,"David_Sainsbury,_Barón_Sainsbury_de_Turville"
entity,gl,David_Scott,David Scott,Q278656,,[],David Scott,David Scott,David Scott,0.9,1.0,1.0,1.0,1.0,1.0,1.0,David Scott,David Scott,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0,1.0,1.0,nllb,sv,sv,sv,David_Scott
entity,gl,David_Weber,David Weber,Q588653,,[],David Weber,David Weber,David Weber,0.9,1.0,1.0,1.0,1.0,1.0,1.0,David Weber,David Weber,mt_vote_revoted_gte_langfilter,2026-03-09T10:17:58,1.0,1.0,1.0,nllb,de,de,de,David_Weber
entity,gl,Dayton_Dutch_Lions,Dayton Dutch Lions,Q1053518,,[],Dayton Dutch Lions,Dayton Dutch Lions,Dayton Dutch Lions,0.9,1.0,1.0,1.0,1.0,1.0,1.0,Dayton Dutch Lions,Dayton Dutch Lions,mt_vote,2026-03-05T13:29:34,,,,,en,en,en,Dayton_Dutch_Lions
