kind,lang,source_token,source_query_text,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
relation,eu,function,function,funtzioa,funtzioa,funtzioa,0.9,1.0,1.0,1.0,1,1,1,funtzioa,funtzioa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.8178429007530212,0.8178429007530212,0.8178429007530212,nllb,eu,eu,eu,Funtzioa
relation,eu,garrison,garrison,Goarnizioa.,garnizioa,garrison,0.9,0.9,0.0,0.0,1,0,0,garnizioa,garnizioa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5927992463111877,0.6542348861694336,,madlad,it,it,en,Garnizioa
relation,eu,gemstone,gemstone,Harribitxia,harri bitxia,harribitxia,0.9,0.0,0.0,0.0,0,0,0,Harribitxia,Harribitxia,mt_vote,2026-03-05T14:09:54,,,,,en,en,en,Harribitxia
relation,eu,generalManager,general Manager,Zuzendari orokorra.,Erabiltzailearen ezarpenakgeneral Manager,zuzendari nagusia,0.9,0.2667,0.6111,0.2414,0,0,0,Erabiltzailearen ezarpenakgeneral Manager,Erabiltzailearen ezarpenakgeneral Manager,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7533033490180969,0.8497709631919861,0.7862920761108398,madlad,eu,eu,eu,ErabiltzailearenEzarpenakgeneralManager
relation,eu,genre,genre,generoa,generoa,generoa,0.9,0.0,0.0,0.0,0,0,0,generoa,generoa,mt_vote,2026-03-05T14:09:55,,,,,en,en,en,Generoa
relation,eu,genus,genus,generoa,generoa,genus,0.9,0.0,0.0,0.0,0,0,0,generoa,generoa,mt_vote,2026-03-05T14:09:55,,,,,en,en,en,Generoa
relation,eu,governingBody,governing Body,Kontseilu zuzendaria,gobernu-organoa,Gobernu-organoa,0.9,0.0,0.0,0.0,0,0,0,Kontseilu zuzendaria,Kontseilu zuzendaria,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.691236138343811,,,nllb,de,en,en,KontseiluZuzendaria
relation,eu,governmentType,government Type,Gobernu mota,gobernu mota,gobernu mota,0.9,0.0,0.0,0.0,0,0,0,Gobernu mota,Gobernu mota,mt_vote,2026-03-05T14:09:56,,,,,en,en,en,GobernuMota
relation,eu,gridReference,grid Reference,Sarearen erreferentzia,sareta-erreferentzia,grid Erreferentzia,0.9,0.8571,0.75,0.7368,0,0,0,grid Erreferentzia,grid Erreferentzia,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5608482360839844,0.5891411304473877,0.8758447170257568,salamandra,eu,eu,eu,GridErreferentzia
relation,eu,gross,gross,Batez ere,tamaina handikoa,gross,0.9,0.16,0.0,0.0,0,0,0,Batez ere,Batez ere,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5358420610427856,0.5063560009002686,,nllb,eu,fi,en,BatezEre
relation,eu,ground,ground,lurra,lurra,lurra,0.9,0.0,0.0,0.0,0,0,0,lurra,lurra,mt_vote,2026-03-05T14:09:57,,,,,en,en,en,Lurra
relation,eu,hasDeputy,has Deputy,Ordezkari bat du.,ordezkaria du,has Deputy,0.9,0.8667,0.0,0.0,0,0,0,ordezkaria du,ordezkaria du,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5958611965179443,0.6668434143066406,,madlad,eu,eu,en,OrdezkariaDu
relation,eu,hasToItsNorth,has To Its North,Iparraldean dago.,bere iparraldera du,Iparraldera begira dago,0.9,0.6667,0.75,0.619,0,0,0,bere iparraldera du,bere iparraldera du,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5310183167457581,0.5995346307754517,0.5847710967063904,madlad,eu,eu,eu,BereIparralderaDu
relation,eu,hasToItsNortheast,has To Its Northeast,Ipar-ekialdean dago.,bere ipar-ekialdera,Haren ipar-ekialderantz,0.9,0.6667,0.6512,0.8095,0,0,0,Ipar-ekialdean dago.,Ipar-ekialdean dago.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5495238304138184,0.5468751192092896,0.5307451486587524,nllb,eu,eu,eu,Ipar-ekialdeanDago.
relation,eu,hasToItsNorthwest,has To Its Northwest,Bere ipar-mendebaldean dago.,bere ipar-mendebaldera,Haren ipar-mendebaldean,0.9,0.84,0.7843,0.8444,0,0,0,Haren ipar-mendebaldean,Haren ipar-mendebaldean,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5241402387619019,0.5071057081222534,0.5463283658027649,salamandra,eu,eu,eu,HarenIpar-mendebaldean
relation,eu,hasToItsSoutheast,has To Its Southeast,Hego-ekialdean dago.,bere hego-ekialdera,Haren hego-ekialderantz,0.9,0.6667,0.6512,0.8095,0,0,0,Hego-ekialdean dago.,Hego-ekialdean dago.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.536461591720581,0.5243452191352844,0.4934020638465881,nllb,eu,eu,eu,Hego-ekialdeanDago.
relation,eu,hasToItsSouthwest,has To Its Southwest,Hego-mendebaldean dago.,bere hego-mendebaldera,haren hego-mendebaldean,0.9,0.7111,0.7391,0.8444,0,0,0,Hego-mendebaldean dago.,Hego-mendebaldean dago.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5205087661743164,0.4852175712585449,0.496153861284256,nllb,eu,eu,eu,Hego-mendebaldeanDago.
relation,eu,hasToItsWest,has To Its West,Mendebaldera doa.,bere mendebaldera,Haren mendebaldean,0.9,0.7059,0.6286,0.8,0,0,0,Haren mendebaldean,Haren mendebaldean,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.4968880116939544,0.5173593163490295,0.5180561542510986,salamandra,eu,eu,eu,HarenMendebaldean
relation,eu,headquarter,headquarter,egoitza nagusia,egoitza,egoitza,0.9,0.6364,0.6364,1.0,0,0,1,egoitza,egoitza,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6382815837860107,0.5532482862472534,0.5532482862472534,madlad,eu,eu,eu,Egoitza
relation,eu,height,height,altuera,altuera,altuera,0.9,0.0,0.0,0.0,0,0,0,altuera,altuera,mt_vote,2026-03-05T14:10:00,,,,,en,en,en,Altuera
relation,eu,higher,higher,handiagoa,altuagoa,altuagoa,0.9,0.0,0.0,0.0,0,0,0,altuagoa,altuagoa,mt_vote,2026-03-05T14:10:01,,,,,en,en,en,Altuagoa
relation,eu,hubAirport,hub Airport,Zentroa Aireportua,hub aireportua,hub aireportua,0.9,0.6875,0.6875,1.0,0,0,1,hub aireportua,hub aireportua,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5111088156700134,0.8870919346809387,0.8870919346809387,madlad,eu,fr,fr,HubAireportua
relation,eu,iataLocationIdentifier,iata Location Identifier,iata Kokapenaren Identifikatzailea,iata kokalekuaren identifikatzailea,iata Location Identifier,0.9,0.9275,0.0,0.0,1,0,0,iata kokalekuaren identifikatzailea,iata kokalekuaren identifikatzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7037286758422852,0.8523209095001221,,madlad,eu,eu,en,IataKokalekuarenIdentifikatzailea
relation,eu,icaoLocationIdentifier,icao Location Identifier,Icao Kokapen Identifikatzailea,icao kokalekuaren identifikatzailea,icao kokapen identifikatzailea,0.9,0.8923,1.0,0.8923,0,1,0,Icao Kokapen Identifikatzailea,Icao Kokapen Identifikatzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7477622032165527,0.851576566696167,0.7424876689910889,nllb,eu,eu,eu,IcaoKokapenIdentifikatzailea
relation,eu,imdbId,imdb Id,Izenburua:,imdb IDa,imdb Id,0.9,0.0,0.0,0.0,0,0,0,Izenburua:,Izenburua:,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5631181001663208,,,nllb,eu,en,en,Izenburua:
relation,eu,impactFactor,impact Factor,Inpaktu faktorea,inpaktu-faktorea,eragin-faktorea,0.9,0.0,0.0,0.0,0,0,0,Inpaktu faktorea,Inpaktu faktorea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7582961916923523,,,nllb,fr,en,en,InpaktuFaktorea
relation,eu,inOfficeWhileGovernor,in Office While Governor,Gobernadorea naizen bitartean.,Bulegoan Gobernatzailea den bitartean,Bulean gobernadore gisa,0.9,0.6567,0.4528,0.5,0,0,0,Bulegoan Gobernatzailea den bitartean,Bulegoan Gobernatzailea den bitartean,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7380853891372681,0.8136742115020752,0.7198310494422913,madlad,eu,eu,es,BulegoanGobernatzaileaDenBitartean
relation,eu,inOfficeWhileMonarch,in Office While Monarch,Monarkia mantentzen duen bitartean.,"Bulegoan, monarka den bitartean",Monarch-en bulegoan,0.9,0.6364,0.4444,0.32,0,0,0,"Bulegoan, monarka den bitartean","Bulegoan, monarka den bitartean",mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7148061394691467,0.7685591578483582,0.7662863731384277,madlad,eu,eu,eu,"Bulegoan,MonarkaDenBitartean"
relation,eu,inOfficeWhilePresident,in Office While President,Lehendakari naizen bitartean.,Lehendakari den bitartean karguan,"Bulean, presidente gisa",0.9,0.7742,0.1538,0.3571,0,0,0,Lehendakari den bitartean karguan,Lehendakari den bitartean karguan,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6721535921096802,0.7709251642227173,0.6770614385604858,madlad,eu,eu,es,LehendakariDenBitarteanKarguan
relation,eu,inOfficeWhilePrimeMinister,in Office While Prime Minister,Lehen ministroa zen bitartean.,Lehen ministroa,"Bulean, lehen ministro izan zen bitartean",0.9,0.6667,0.8169,0.5357,0,0,0,"Bulean, lehen ministro izan zen bitartean","Bulean, lehen ministro izan zen bitartean",mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6969459056854248,0.7766361236572266,0.7841594219207764,salamandra,eu,de,eu,"Bulean,LehenMinistroIzanZenBitartean"
relation,eu,inOfficeWhileVicePresident,in Office While Vice President,Lehendakariordea.,Lehendakariordea den bitartean,"Bulean, presidenteorde gisa",0.9,0.6809,0.4091,0.3158,0,0,0,Lehendakariordea den bitartean,Lehendakariordea den bitartean,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6416348814964294,0.7058922052383423,0.6867892742156982,madlad,eu,eu,nl,LehendakariordeaDenBitartean
relation,eu,inaugurationDate,inauguration Date,Inaugurazio eguna,inaugurazio-data,Inaugurazioaren data,0.9,0.7273,0.7027,0.8333,0,0,0,Inaugurazioaren data,Inaugurazioaren data,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.8213613033294678,0.904633641242981,0.9343289732933044,salamandra,eu,it,eu,InaugurazioarenData
relation,eu,industry,industry,Industria,industria,industria,0.9,1.0,1.0,1.0,1,1,1,industria,industria,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.8644357919692993,0.9186633825302124,0.9186633825302124,madlad,et,et,et,Industria
relation,eu,influencedBy,influenced By,eragindako,Honek eragina izan du,influentziatuta By,0.9,0.4516,0.2143,0.2051,0,0,0,influentziatuta By,influentziatuta By,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7463963627815247,0.6727602481842041,0.8744957447052002,salamandra,id,eu,eu,InfluentziatutaBy
relation,eu,ingredient,ingredient,osagaiak,osagaia,osagaia,0.9,0.0,0.0,0.0,0,0,0,osagaia,osagaia,mt_vote,2026-03-05T14:10:06,,,,,en,en,en,Osagaia
relation,eu,instrument,instrument,tresna bat,instrumentua,tresna,0.9,0.0,0.75,0.0,0,0,0,tresna bat,tresna bat,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5489621162414551,,0.4908515214920044,nllb,eu,en,fr,TresnaBat
relation,eu,isPartOf,is Part Of,Zati bat da.,Honen zati da,Part Of,0.9,0.56,0.0,0.0,0,0,0,Honen zati da,Honen zati da,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5036923289299011,0.6872363090515137,,madlad,eu,eu,en,HonenZatiDa
relation,eu,isPartOfMilitaryConflict,is Part Of Military Conflict,gatazka militarraren parte da.,gatazka militar baten parte da,Gatazka militarraren parte da,0.9,0.9,0.9831,0.9153,1,1,1,gatazka militar baten parte da,gatazka militar baten parte da,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7855398654937744,0.7920652031898499,0.7448796033859253,madlad,it,eu,it,GatazkaMilitarBatenParteDa
relation,eu,isbnNumber,isbn Number,Isbn Zenbakia,isbn zenbakia,isbn zenbakia,0.9,1.0,1.0,1.0,1,1,1,isbn zenbakia,isbn zenbakia,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7210605144500732,0.7459015250205994,0.7459015250205994,madlad,eu,eu,eu,IsbnZenbakia
relation,eu,iso6391Code,iso6391Code,iso6391 kodea,iso6391Kodea,iso6391Code,0.9,0.0,0.0,0.0,0,0,0,iso6391 kodea,iso6391 kodea,mt_vote,2026-03-05T14:10:08,,,,,en,en,en,Iso6391Kodea
relation,eu,iso6392Code,iso6392Code,iso6392Kodea,iso6392Kodea,iso6392Code,0.9,0.0,0.0,0.0,0,0,0,iso6392Kodea,iso6392Kodea,mt_vote,2026-03-05T14:10:08,,,,,en,en,en,Iso6392Kodea
relation,eu,issnNumber,issn Number,Zenbakia,ISSN zenbakia,ISSN zenbakia,0.9,0.7619,0.7619,1.0,0,0,1,ISSN zenbakia,ISSN zenbakia,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.4477472007274627,0.6286063194274902,0.6286063194274902,madlad,eu,eu,eu,ISSNZenbakia
relation,eu,jurisdiction,jurisdiction,Jurisdikzioa,jurisdikzioa,jurisdikzioa,0.9,1.0,1.0,1.0,1,1,1,jurisdikzioa,jurisdikzioa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.8276543617248535,0.8886767625808716,0.8886767625808716,madlad,it,it,it,Jurisdikzioa
relation,eu,keyPerson,key Person,Gakoa Pertsona,gako-pertsona,pertsona gakoa,0.9,0.0,0.5714,0.0,0,0,0,pertsona gakoa,pertsona gakoa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6450738906860352,,0.682151198387146,salamandra,eu,en,mg,PertsonaGakoa
relation,eu,knownFor,known For,Ezagutzen dut.,horretarako ezaguna,known For,0.9,0.3636,0.0,0.0,0,0,0,horretarako ezaguna,horretarako ezaguna,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.547486424446106,0.6662136316299438,,madlad,eu,eu,en,HorretarakoEzaguna
relation,eu,language,language,Hizkuntza,hizkuntza,hizkuntza,0.9,1.0,1.0,1.0,1,1,1,Hizkuntza,Hizkuntza,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.8330176472663879,0.750153660774231,0.750153660774231,nllb,de,de,de,Hizkuntza
relation,eu,largestCity,largest City,hiririk handiena,Hiririk handiena,Hiririk handiena,0.9,1.0,1.0,1.0,1,1,1,Hiririk handiena,Hiririk handiena,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.911122500896454,0.915440797805786,0.915440797805786,madlad,de,de,de,HiririkHandiena
relation,eu,lastAired,last Aired,Azken aldiz aireratutakoa.,azkenekoz aireratua,Azken emisioa,0.9,0.7111,0.5128,0.5,0,0,0,azkenekoz aireratua,azkenekoz aireratua,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6969653367996216,0.7238611578941345,0.6837815642356873,madlad,eu,eu,eu,AzkenekozAireratua
relation,eu,latinName,latin Name,Latinezko izena.,Latinezko izena,Latin izena,0.9,0.9677,0.8148,0.8462,1,0,0,Latinezko izena,Latinezko izena,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.8270797729492188,0.9232436418533324,0.9311766624450684,madlad,eu,eu,eu,LatinezkoIzena
relation,eu,launchSite,launch Site,Jaurtiketa gunea,abiarazi gunea,Site-a martxan jartzea,0.9,0.6,0.3158,0.3889,0,0,0,Site-a martxan jartzea,Site-a martxan jartzea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6724821329116821,0.7409086227416992,0.8133424520492554,salamandra,de,eu,eu,Site-aMartxanJartzea
relation,eu,layout,layout,diseinua,diseinua,layout,0.9,1.0,0.0,0.0,1,0,0,diseinua,diseinua,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5990692377090454,0.5990692377090454,,nllb,de,de,en,Diseinua
relation,eu,leader,leader,Buruzagia.,buruzagia,lider,0.9,0.0,0.0,0.0,0,0,0,Buruzagia.,Buruzagia.,mt_vote,2026-03-05T14:10:12,,,,,en,en,en,Buruzagia.
relation,eu,leaderParty,leader Party,Alderdiko liderra.,liderra Alderdia,Alderdi burua,0.9,0.4706,0.6452,0.5517,0,0,0,Alderdi burua,Alderdi burua,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.749192476272583,0.7351452112197876,0.8259601593017578,salamandra,eu,eu,id,AlderdiBurua
relation,eu,leaderTitle,leader Title,Buruzagia,liderra Izenburua,leader Title,0.9,0.0,0.0,0.0,0,0,0,liderra Izenburua,liderra Izenburua,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,,0.812822699546814,,madlad,en,eu,en,LiderraIzenburua
relation,eu,league,league,Liga bat da.,leguaunit-format,liga,0.9,0.0,0.0,0.0,0,0,0,Liga bat da.,Liga bat da.,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7501465082168579,,,nllb,id,en,en,LigaBatDa.
relation,eu,legislature,legislature,Legebiltzarra,legegintzaldia,legegilea,0.9,0.6667,0.6364,0.6087,0,0,0,Legebiltzarra,Legebiltzarra,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.8452950716018677,0.7119255661964417,0.7446324229240417,nllb,de,de,de,Legebiltzarra
relation,eu,length,length,luzera,luzera,luzera,0.9,1.0,1.0,1.0,1,1,1,luzera,luzera,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6247046589851379,0.6247046589851379,0.6247046589851379,nllb,eu,eu,eu,Luzera
relation,eu,libraryofCongressClassification,libraryof Congress Classification,Kongresuaren Liburutegia.,libraryof Congress Classification,Kongresuko liburutegiaren sailkapena,0.9,0.0,0.6557,0.0,0,0,0,Kongresuko liburutegiaren sailkapena,Kongresuko liburutegiaren sailkapena,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7555928230285645,,0.8180833458900452,salamandra,eu,en,eu,KongresukoLiburutegiarenSailkapena
relation,eu,literaryGenre,literary Genre,Literaturazko generoa,genero literarioa,Genero literarioa,0.9,0.4737,0.4737,1.0,0,0,1,Genero literarioa,Genero literarioa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7233290672302246,0.7643589973449707,0.799618124961853,salamandra,de,es,es,GeneroLiterarioa
relation,eu,location,location,kokapena,kokalekua,lokalizazioa,0.9,0.7059,0.4,0.4762,0,0,0,lokalizazioa,lokalizazioa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5072368383407593,0.6780554056167603,0.6878433227539062,salamandra,fi,fi,eu,Lokalizazioa
relation,eu,locationIdentifier,location Identifier,kokapenaren identifikatzailea,kokalekuaren identifikatzailea,lokalizazioaren identifikatzailea,0.9,0.9153,0.8065,0.8254,1,0,0,kokalekuaren identifikatzailea,kokalekuaren identifikatzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.609817624092102,0.7798975706100464,0.77580726146698,madlad,eu,eu,eu,KokalekuarenIdentifikatzailea
relation,eu,longName,long Name,Izen luzea,Izen luzea,long Name,0.9,1.0,0.0,0.0,1,0,0,Izen luzea,Izen luzea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.8088703155517578,0.8088703155517578,,nllb,eu,eu,en,IzenLuzea
relation,eu,maidenFlight,maiden Flight,Lehen hegaldia.,maiden flight,Flight of the maiden,0.9,0.2857,0.0,0.0,0,0,0,maiden flight,maiden flight,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5213038325309753,0.9602195024490356,,madlad,eu,de,en,MaidenFlight
relation,eu,maidenVoyage,maiden Voyage,Nesken bidaia.,maiden Voyage,maiden Voyage,0.9,0.2963,0.2963,1.0,0,0,1,maiden Voyage,maiden Voyage,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6613055467605591,1.0000001192092896,1.0000001192092896,madlad,nl,de,de,MaidenVoyage
relation,eu,mainIngredient,main Ingredient,Osagai nagusia,osagai nagusia,Ingredient nagusia,0.9,0.0,0.0,0.0,0,0,0,Ingredient nagusia,Ingredient nagusia,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,,,0.8768303394317627,salamandra,en,en,de,IngredientNagusia
relation,eu,manager,manager,Zuzendaria.,kudeatzailea,kudeatzailea,0.9,0.2609,0.2609,1.0,0,0,1,kudeatzailea,kudeatzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7337520122528076,0.5332839488983154,0.5332839488983154,madlad,eu,eu,eu,Kudeatzailea
relation,eu,manufacturer,manufacturer,fabrikatzailea,fabrikatzailea,fabrikatzailea,0.9,1.0,1.0,1.0,1,1,1,fabrikatzailea,fabrikatzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7838596105575562,0.7838596105575562,0.7838596105575562,nllb,eu,eu,eu,Fabrikatzailea
relation,eu,mascot,mascot,maskota,maskota,maskota,0.9,0.0,0.0,0.0,0,0,0,maskota,maskota,mt_vote,2026-03-05T14:10:17,,,,,en,en,en,Maskota
relation,eu,mass,mass,masa,% 1 unitateko masaunit description in lists,masa,0.9,0.0,0.0,0.0,0,0,0,% 1 unitateko masaunit description in lists,% 1 unitateko masaunit description in lists,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,,0.6255624294281006,,madlad,en,fr,en,%1UnitatekoMasaunitDescriptionInLists
relation,eu,material,material,materiala,materiala,materiala,0.9,0.0,0.0,0.0,0,0,0,materiala,materiala,mt_vote,2026-03-05T14:10:17,,,,,en,en,en,Materiala
relation,eu,maximumTemperature,maximum Temperature,tenperatura maximoa,Gehienezko tenperatura,tenperatura maximoa,0.9,0.0,0.0,0.0,0,0,0,Gehienezko tenperatura,Gehienezko tenperatura,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,,0.8029006719589233,,madlad,en,eu,en,GehienezkoTenperatura
relation,eu,mayor,mayor,Alkatea,handiena,alkatea,0.9,0.0,0.0,0.0,0,0,0,handiena,handiena,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,,0.6073444485664368,,madlad,en,de,en,Handiena
relation,eu,meanTemperature,mean Temperature,Batezbesteko tenperatura,batez besteko tenperatura,Batez besteko tenperatura,0.9,0.9796,0.9796,1.0,1,1,1,batez besteko tenperatura,batez besteko tenperatura,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.585310697555542,0.6399754285812378,0.4749388694763183,madlad,de,eu,eu,BatezBestekoTenperatura
relation,eu,meaning,meaning,Zer esan nahi du?,esanahia,esanahia,0.9,0.56,0.56,1.0,0,0,1,esanahia,esanahia,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5962187647819519,0.5459170341491699,0.5459170341491699,madlad,eu,eu,eu,Esanahia
relation,eu,mediaType,media Type,euskarri mota,euskarri mota,Media mota,0.9,1.0,0.0,0.0,1,0,0,euskarri mota,euskarri mota,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.4817767739295959,0.4817767739295959,,nllb,sv,sv,en,EuskarriMota
relation,eu,militaryBranch,military Branch,Militarrak.,Adarra militarra,Biltzar militarra,0.9,0.0,0.0,0.7273,0,0,0,Adarra militarra,Adarra militarra,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,,0.7263538837432861,0.7079877257347107,madlad,en,mt,eu,AdarraMilitarra
relation,eu,militaryRank,military Rank,maila militarra,Maila militarra,maila militarra,0.9,1.0,1.0,1.0,1,1,1,maila militarra,maila militarra,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7173700332641602,0.7098405361175537,0.7173700332641602,nllb,mg,mg,mg,MailaMilitarra
relation,eu,minimumTemperature,minimum Temperature,Gutxieneko tenperatura,Gutxieneko tenperatura,gutxieneko tenperatura,0.9,1.0,1.0,1.0,1,1,1,gutxieneko tenperatura,gutxieneko tenperatura,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.7143582105636597,0.7143582105636597,0.7898651361465454,salamandra,de,de,de,GutxienekoTenperatura
relation,eu,mission,mission,misioa,misioa,misioa,0.9,0.0,0.0,0.0,0,0,0,misioa,misioa,mt_vote,2026-03-05T14:10:20,,,,,en,en,en,Misioa
relation,eu,modelStartYear,model Start Year,Modeloaren hasierako urtea,Hasierako urtea,ereduaren hasiera-urtea,0.9,0.7317,0.7347,0.6316,0,0,0,Modeloaren hasierako urtea,Modeloaren hasierako urtea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.8198832869529724,0.7383310794830322,0.6259621381759644,nllb,eu,de,eu,ModeloarenHasierakoUrtea
relation,eu,modelYears,model Years,Eredu urteak,modelo-urteak,Urte-eredu,0.9,0.56,0.4545,0.3478,0,0,0,modelo-urteak,modelo-urteak,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6990101337432861,0.7519465088844299,0.5637397766113281,madlad,fr,de,de,Modelo-urteak
relation,eu,mostChampions,most Champions,Txapeldun gehienak.,Txapeldun gehien,Txapeldun gehienak,0.9,0.9143,0.973,0.9412,1,1,1,Txapeldun gehien,Txapeldun gehien,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.5742383003234863,0.6105186939239502,0.5867236256599426,madlad,eu,eu,eu,TxapeldunGehien
relation,eu,motto,motto,Goiburua:,goiburua,motto,0.9,0.0,0.0,0.0,0,0,0,Goiburua:,Goiburua:,mt_vote,2026-03-05T14:10:21,,,,,en,en,en,Goiburua:
relation,eu,municipality,municipality,Udalerria,udalerria,udalerria,0.9,0.0,0.0,0.0,0,0,0,Udalerria,Udalerria,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6360459327697754,,,nllb,da,en,en,Udalerria
relation,eu,musicComposer,music Composer,Musika Konpositorea,musika-konposatzailea,Musika konposatzailea,0.9,0.0,0.0,0.9524,0,0,1,musika-konposatzailea,musika-konposatzailea,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,,0.8171219825744629,0.8007891774177551,madlad,en,eu,eu,Musika-konposatzailea
relation,eu,musicFusionGenre,music Fusion Genre,musika Fusioa Generoa,music Fusion generoa,Musika Fusio Generoa,0.9,0.878,0.9756,0.9,0,1,1,music Fusion generoa,music Fusion generoa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.755456805229187,0.8905515670776367,0.7611614465713501,madlad,eu,nl,es,MusicFusionGeneroa
relation,eu,musicSubgenre,music Subgenre,Musika Azpigeneroa,musika azpigeneroa,Musikaren azpigeneroa,0.9,1.0,0.9231,0.9231,1,1,1,Musikaren azpigeneroa,Musikaren azpigeneroa,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,0.6416574120521545,0.6797580718994141,0.695360541343689,salamandra,de,hu,eu,MusikarenAzpigeneroa
relation,eu,musicalArtist,musical Artist,Musika-artista,Artista musikala,Artista musikala,0.9,0.0,0.0,1.0,0,0,1,Artista musikala,Artista musikala,mt_vote_revoted_gte_langfilter,2026-03-09T10:19:33,,0.921540379524231,0.921540379524231,madlad,en,es,es,ArtistaMusikala
